OBJECTID,FLD_AR_ID,FLD_ZONE,FLOODWAY,SFHA_TF,STATIC_BFE,V_DATUM,DEPTH,LEN_UNIT,VELOCITY,VEL_UNIT,AR_REVERT,BFE_REVERT,DEP_REVERT,SOURCE_CIT,Shape__Area,Shape__Length
193,458,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,10370.8685302734,696.721325886896
194,459,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,141522.25402832,5485.3472847889
195,461,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,962.293518066406,157.120522624573
196,464,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,23110.9154052734,901.51913544655
197,465,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,19890.5472412109,725.479657844051
198,466,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,354032.09777832,6070.1474207615
199,468,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,31186.5633544922,864.673828309161
200,471,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,74919.7205200195,1794.4067907197
201,474,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,168495.397583008,5416.27905252348
202,478,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,145075.558105469,4364.29910198566
203,479,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,157.884399414063,100.656836194771
204,480,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,151271.83001709,3045.37978266372
205,482,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,7469.50823974609,1148.67972334957
206,484,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,1073.51391601563,278.805694314567
207,486,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,17723.7108764648,1175.98159396978
208,487,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,838.894897460938,254.725474121836
209,489,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,39291.6293334961,1533.36985274382
210,491,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,39639.017578125,931.070217924777
211,492,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,267502.139465332,3941.90919078848
212,495,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,54232.4920043945,1653.29697271833
213,496,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,12068.8034667969,2094.09153958619
214,497,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,162.330688476563,92.6720861031963
215,498,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,87871.3485717773,2479.69854986611
216,499,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,563.341430664063,128.686251910186
217,503,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,7673.16955566406,494.052260997029
218,506,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,6891.32263183594,713.184933244887
219,508,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,43858.7283325195,2175.84508100405
220,510,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,183258.655883789,2603.6239080072
221,511,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,3174.69329833984,398.965894928597
222,513,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,64652.3331298828,1456.74252161552
223,514,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,27758.6611938477,2254.93981896823
224,515,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,279309.746948242,8847.21145336208
225,517,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,54677.3519897461,2441.335422718
226,523,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,2612.40850830078,477.959281542906
227,525,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,28994.0442504883,1112.04419029752
228,528,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,96560.908996582,2097.87025698565
229,529,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,10509.5020141602,751.69197287269
230,530,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,4020.28167724609,358.245247702415
231,532,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,875.421569824219,182.043356566159
232,533,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,539334.908874512,9762.16864014974
233,537,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,12604.4915161133,894.495517601912
234,538,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,76473.532409668,4915.32445720643
235,542,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,28877.2157592773,1314.40793723679
236,544,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,570020.619689941,7406.9438633528
237,548,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,608099.212097168,4970.58072501616
238,552,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,7259.82757568359,1375.47000566815
239,555,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,72358.3377685547,2977.62316964448
240,558,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,102747.124206543,1330.55984835069
241,559,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,14871.0098266602,904.236493429039
242,561,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,109694.580810547,3897.77238497144
243,565,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,26004.8334350586,1047.85753852591
244,568,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,7196.37274169922,372.37204156859
245,569,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,221977.930725098,3176.75583319443
246,573,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,3955147.87982178,58913.8778189391
247,575,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,186179.431945801,2033.52620092563
248,576,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,171930.183837891,5531.37491293377
249,577,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,4478.99957275391,364.754321168513
250,580,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,2272408.28430176,24501.4039360693
251,601,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,52921.2061767578,2816.47562129754
252,610,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,363197.345336914,11039.4984733379
253,645,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,4195.02014160156,738.189941174284
254,646,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,9784.36791992188,466.996908981439
255,649,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,1220.37524414063,209.931136243928
256,652,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,6320.55010986328,482.903430289132
257,653,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,674.716186523438,174.347642465674
258,654,A, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,412427.20123291,5006.50291796311
259,660,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,79458.4883422852,3303.38936314853
260,666,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,7784.37976074219,790.636281271302
261,675,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,2961.73236083984,227.127084574847
262,676,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,147702.333374023,2611.61887353941
263,681,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,53244.0944213867,2264.55509308867
264,683,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,433314.371520996,5986.6840739577
265,684,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,116765.482666016,3761.6488578453
266,687,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,32519.8392944336,1421.32754358761
267,688,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,14488.114440918,1164.09735921131
268,689,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,2281.71478271484,501.948956052538
269,691,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,5009415.08996582,49577.7732570723
270,692,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,232359.884033203,3590.15729410366
271,698,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,148576.546081543,3158.12651037978
272,699,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,25483.3242797852,1140.95903639452
273,701,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,4251.25158691406,463.01787225073
274,702,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,4120718.75341797,32997.1834290322
275,704,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,4317.74780273438,415.232583209618
276,718,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,64247.7746582031,1453.65161439251
277,732,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,93335.4930419922,3957.64415188457
278,741,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,149784.723266602,5488.60653479444
279,748,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,85374.971496582,3111.19980372121
280,756,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,147286.08807373,2461.46389540839
281,757,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,50632.8624267578,1489.01970309649
282,763,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,1901.43231201172,293.598257724107
283,765,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,124061.670776367,4123.98996693086
284,769,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,317031.218078613,5615.31919638836
285,772,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,605.595947265625,160.644011468007
286,774,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,78688.5431518555,3537.75030286661
287,776,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,117986.842773438,5634.40437185662
288,777,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,55334.037109375,1195.00860852032
289,778,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,20241.2979125977,1901.38622801866
290,786,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,2261446.82312012,21230.2277974321
291,835,A, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,2806454.48248291,13867.9042025565
292,978,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,LOMC1,1725237.52392578,20090.690256017
293,979,AE,FLOODWAY,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,LOMC1,3495043.60430908,20092.3266283072
294,989,AE, ,T,13,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,18035915.4507446,51568.0844396896
295,990,AE, ,T,12,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,91435768.7280273,162678.707124616
296,991,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,2373928.47668457,12530.2833974239
297,992,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,43918.2054443359,3190.53423422814
298,993,AE,FLOODWAY,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,126080.075622559,2050.49141329305
299,994,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,5347.06579589844,1081.18631316586
300,995,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,4092259.89001465,18301.9336002033
301,996,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,1098976.24829102,12668.6299601006
302,997,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,173529.390808105,3353.42784027685
303,998,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,544346.251342773,4401.55023106222
304,999,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,500073.229980469,5382.82834569941
305,1000,AE, ,T,27,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS1,2787.71655273438,281.996963860824
306,1001,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,430437.467773438,4236.47047161713
307,1002,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,1535295.79962158,7776.67537916419
308,1003,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,1347374.09094238,9608.55202111783
309,1004,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,205914.16394043,3129.45956137873
310,1005,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,34975.8381958008,1161.5717868172
311,1006,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,2757685.80664063,21203.4801424355
312,1007,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,270163.055114746,2704.52721083378
313,1008,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,39882.1326293945,1357.17592045005
314,1009,AE, ,T,18,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS1,3729.38745117188,295.591966295599
315,1010,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,1457978.31671143,12573.0709816997
316,1011,AE, ,T,10,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,86282.0532226563,1864.97219881468
317,1012,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,60931.6227416992,1870.90038993229
318,1013,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,8192.51007080078,496.815075996736
319,1014,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,7305.63977050781,423.877276023455
320,1015,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,20891.6991577148,772.84013416717
321,1016,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,481837.318664551,9156.92229469444
322,1017,AE, ,T,10,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,14339422.7518921,73972.1495819954
323,1018,AE,FLOODWAY,T,10,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,10191998.5930786,35987.5482911568
324,1019,AE, ,T,10,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,18792263.8731689,50730.3008897364
325,1020,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,63539.7560424805,2987.39878850353
326,1021,AE, ,T,15,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,843077.861938477,4112.97703051775
327,1022,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,17511.0951538086,793.856981628421
328,1023,AE, ,T,12,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,17964022.1696777,53350.9619326208
329,1024,AE, ,T,10,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,100008.901367188,2825.99819347297
330,1025,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,7814901.20141602,37150.1728868254
331,1026,AE, ,T,10,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,271865.00012207,4823.96203909765
332,1027,AE, ,T,10,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,522098.591796875,5692.16765015779
333,1028,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,33929.0263061523,1548.64906458556
334,1029,AE, ,T,10,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,1509283.74005127,6802.63484760141
335,1030,AE, ,T,10,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,407513.402832031,3899.88284587856
336,1031,AE, ,T,10,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,44305115.7088013,129189.902879569
337,1032,AE, ,T,10,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,29980739.6235962,161091.781663173
338,1033,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,8258605.15118408,18389.052996618
339,1034,AE, ,T,10,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,12038.016418457,507.294164605091
340,1035,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,2411789.82666016,19376.4363909426
341,1036,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,677062.10949707,8846.67946852903
342,1037,AE, ,T,10,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,18666.4864501953,869.732491742954
343,1038,AE,FLOODWAY,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,1293069.81402588,5398.4141145578
344,1039,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,5657270.44714355,14059.8713271084
345,1040,AE, ,T,12,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,366190.706604004,6599.39186837849
346,1041,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,123919.457580566,5374.46615281517
347,1042,AE, ,T,10,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,88559.5474853516,1787.16666891778
348,1043,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,12517598.1773071,53464.5829769139
349,1044,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,6400315.40533447,30055.1602370664
350,1045,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,328495.81829834,3419.14921419293
351,1046,AE,FLOODWAY,T,12,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,1897971.75164795,6393.38408406446
352,1047,AE, ,T,10,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,42084.0190429688,1387.90339069947
353,1048,AE, ,T,10,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,870643.226806641,8586.86414361455
354,1049,AE, ,T,12,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,2687315.21875,10061.5723728552
355,1050,AE, ,T,10,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,14863.6088867188,627.353553745527
356,1051,AE, ,T,12,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,151346.64666748,4818.86057496808
357,1052,AE, ,T,10,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,459780.105773926,7225.30479090688
358,1053,AE, ,T,13,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,911653.877502441,3855.79985973062
359,1054,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,12019620.3428955,32782.6328108234
360,1055,AE, ,T,12,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,828649.868530273,3694.85720982512
361,1056,AE, ,T,13,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,1583211.24414063,5246.09695705356
362,1057,AE, ,T,12,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,1362113.75927734,10576.1619887939
363,1058,AE, ,T,10,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,43192.8535766602,1061.25067297622
364,1059,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,257170.102600098,3199.08913823468
365,1060,AE, ,T,10,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,9934411.01000977,38349.3822800129
366,1061,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,254725.666625977,3259.22292031799
367,1062,AE, ,T,12,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,68938.0526733398,1980.4679135623
368,1063,AE, ,T,10,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,101882.927429199,1418.95835183993
369,1064,AE, ,T,10,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,114237.425354004,1634.83037325157
370,1065,AE, ,T,10,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,4375505.71777344,36533.9178391327
371,1066,AE, ,T,10,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,461299.205505371,3002.26742791212
372,1067,AE, ,T,12,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,37153.1961669922,1606.59387348429
373,1068,AE, ,T,10,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,3140694.99041748,18206.4666502553
374,1069,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,209634.434753418,1879.81551859507
375,1070,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,197342.808410645,4251.55321865554
376,1071,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,56809.4194335938,2572.68335580553
377,1072,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,45725.9501953125,1347.14656623572
378,1076,AE, ,T,11,NGVD29,-9999,FEET,-9999, , ,-9999,-9999,FIS2,25555683.7492065,99296.5011898696
379,1079,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS1,2818365.65344238,47413.2927514418
380,1080,AE, ,T,-9999, ,-9999, ,-9999, , ,-9999,-9999,FIS2,3441513.31860352,15353.4309148696
